kind,record_id,repo_id,status,usable,labeled_focal_method,labeled_focal_signature,top1_pred_name,top1_pred_signature,top1_score,top1_identifier_correct,top3_identifier_correct,top1_signature_correct,top3_signature_correct,top1_primary_correct,top3_primary_correct,ground_truth_rank_identifier,failure_mode,mapping_output_path,n_records,n_signature_records,top1_identifier_accuracy,top3_identifier_accuracy,top1_signature_accuracy,top3_signature_accuracy,top1_primary_accuracy,top3_primary_accuracy
record,c2t_56125b0813f59f672120,42949039,error,True,createBusinessObjectDataStorageUnitKey,"public BusinessObjectDataStorageUnitKey createBusinessObjectDataStorageUnitKey(BusinessObjectDataKey businessObjectDataKey, String storageName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_515db8ae6eab69295fa9,42949039,error,True,createStorageUnitKey,"public BusinessObjectDataStorageUnitKey createStorageUnitKey(BusinessObjectDataKey businessObjectDataKey, String storageName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b9d6675fc6f3668e8500,42949039,error,True,createStorageUnitKeyFromEntity,public BusinessObjectDataStorageUnitKey createStorageUnitKeyFromEntity(StorageUnitEntity storageUnitEntity),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a351c87ed6a639741c70,42949039,error,True,createStorageUnitsFromEntities," List<StorageUnit> createStorageUnitsFromEntities(Collection<StorageUnitEntity> storageUnitEntities, Boolean includeStorageUnitStatusHistory,
        Boolean excludeBusinessObjectDataStorageFiles)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2a84122dc908159b7474,42949039,error,True,getBusinessObjectDataKey,public BusinessObjectDataKey getBusinessObjectDataKey(BusinessObjectDataStorageUnitKey businessObjectDataStorageUnitKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_85fd2bc28bb7af82d4c8,42949039,error,True,getStorageUnitIds,public List<Integer> getStorageUnitIds(List<StorageUnitAvailabilityDto> storageUnitAvailabilityDtos),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_750fc13b8aa8054a79a1,42949039,error,True,validateBusinessObjectDataStorageUnitKey,public void validateBusinessObjectDataStorageUnitKey(BusinessObjectDataStorageUnitKey key),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_bc5bb4e2d7e71065db89,42949039,error,True,validateBusinessObjectDataStorageUnitKey,public void validateBusinessObjectDataStorageUnitKey(BusinessObjectDataStorageUnitKey key),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_37fc191489431a4bc3d9,42949039,error,True,getAttributeValueListEntity,public AttributeValueListEntity getAttributeValueListEntity(AttributeValueListKey attributeValueListKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a10edb138a48f998b74f,42949039,error,True,getAttributeValueListEntity,public AttributeValueListEntity getAttributeValueListEntity(AttributeValueListKey attributeValueListKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ef7e47e32b952f4aa6c9,42949039,error,True,matches,"public boolean matches(String string, String expression)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ae7f2d78b7488e981e65,42949039,error,True,getSearchIndexTypeEntity,public SearchIndexTypeEntity getSearchIndexTypeEntity(String code),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5384073e6518110b1cc7,42949039,error,True,validateAndTrimSecurityRoleFunctionCreateRequest,public void validateAndTrimSecurityRoleFunctionCreateRequest(SecurityRoleFunctionCreateRequest securityRoleFunctionCreateRequest),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5a776d02315b5953e142,42949039,error,True,validateAndTrimSecurityRoleFunctionCreateRequest,public void validateAndTrimSecurityRoleFunctionCreateRequest(SecurityRoleFunctionCreateRequest securityRoleFunctionCreateRequest),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_afe2198ac9e91bf8707a,42949039,error,True,validateAndTrimSecurityRoleFunctionCreateRequest,public void validateAndTrimSecurityRoleFunctionCreateRequest(SecurityRoleFunctionCreateRequest securityRoleFunctionCreateRequest),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_dc6d31e5611d9aabaf33,42949039,error,True,validateAndTrimSecurityRoleFunctionKey,public void validateAndTrimSecurityRoleFunctionKey(SecurityRoleFunctionKey securityRoleFunctionKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_0eb3cfe60883c42836be,42949039,error,True,validateAndTrimSecurityRoleFunctionKey,public void validateAndTrimSecurityRoleFunctionKey(SecurityRoleFunctionKey securityRoleFunctionKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_efb7002865a51d34da30,42949039,error,True,getEmrClusterDefinitionEntity,public EmrClusterDefinitionEntity getEmrClusterDefinitionEntity(EmrClusterDefinitionKey emrClusterDefinitionKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_fba77bb04dcb9ee60850,42949039,error,True,getEmrClusterDefinitionEntity,public EmrClusterDefinitionEntity getEmrClusterDefinitionEntity(EmrClusterDefinitionKey emrClusterDefinitionKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b7c7ea2384eab71f0074,42949039,error,True,getEmrClusterDefinitionKeys,public List<EmrClusterDefinitionKey> getEmrClusterDefinitionKeys(String namespace),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_d8750f6bd91b63963404,42949039,error,True,getEmrClusterDefinitionKeys,public List<EmrClusterDefinitionKey> getEmrClusterDefinitionKeys(String namespace),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ccbea3cd970e67edcb7a,42949039,error,True,matches,"public boolean matches(String string, String expression)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ddf0acffb8a2bdfe2a27,42949039,error,True,getSecurityRoleEntity,public SecurityRoleEntity getSecurityRoleEntity(String securityRoleName),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f8350644aeedd9162bc9,42949039,error,True,getSecurityRoleEntity,public SecurityRoleEntity getSecurityRoleEntity(String securityRoleName),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_fceb065e77f69c28312e,42949039,error,True,getSearchIndexEntity,public SearchIndexEntity getSearchIndexEntity(SearchIndexKey searchIndexKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_cf5821d0d4cbf9ff62b0,42949039,error,True,updateSearchIndexStatus,"public void updateSearchIndexStatus(SearchIndexKey searchIndexKey, String searchIndexStatus)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f1fee7ec78b0f183e82d,42949039,error,True,activateSearchIndex,public void activateSearchIndex(SearchIndexEntity currentSearchIndexEntity),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ed87b0150e71224531b5,42949039,error,True,activateSearchIndex,public void activateSearchIndex(SearchIndexEntity currentSearchIndexEntity),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_1529c9f525132c09f0ec,42949039,error,True,getBusinessObjectDefinitionDescriptionSuggestionStatusEntity,public BusinessObjectDefinitionDescriptionSuggestionStatusEntity getBusinessObjectDefinitionDescriptionSuggestionStatusEntity(String code),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9dce2105836677d9d6b1,42949039,error,True,getBusinessObjectDefinitionDescriptionSuggestionStatusEntity,public BusinessObjectDefinitionDescriptionSuggestionStatusEntity getBusinessObjectDefinitionDescriptionSuggestionStatusEntity(String code),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8399e95e1df8dede6aec,42949039,error,True,validateAndTrimSecurityFunctionKey,public void validateAndTrimSecurityFunctionKey(SecurityFunctionKey securityFunctionKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_23ef4d78c751d342990a,42949039,error,True,validateAndTrimSecurityFunctionKey,public void validateAndTrimSecurityFunctionKey(SecurityFunctionKey securityFunctionKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_293a1e24431d98b62921,42949039,error,True,matches,"public boolean matches(String string, String expression)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_119a85da4d0d34e83267,42949039,error,True,validate,public void validate(S3PropertiesLocation s3PropertiesLocation),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_d05e22ed0e1c76b141da,42949039,error,True,handleInternalServerErrorException,@ExceptionHandler(value = Exception.class) @ResponseStatus(HttpStatus.INTERNAL_SERVER_ERROR) @ResponseBody public ErrorInformation handleInternalServerErrorException(Exception exception),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4df0f867f2eb2eccd0c5,42949039,error,True,handleInternalServerErrorException,@ExceptionHandler(value = Exception.class) @ResponseStatus(HttpStatus.INTERNAL_SERVER_ERROR) @ResponseBody public ErrorInformation handleInternalServerErrorException(Exception exception),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_36804ecee0a7e0c25b8b,42949039,error,True,handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_7cd4fc542720d428c587,42949039,error,True,handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_533eecc7189025f8a4d9,42949039,error,True,handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a9a0565afe9a02410607,42949039,error,True,handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_317767dc40d13814a641,42949039,error,True,handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_572de3af79d7e31e4712,42949039,error,True,handleOperationNotAllowedException,@ExceptionHandler(value = MethodNotAllowedException.class) @ResponseStatus(HttpStatus.METHOD_NOT_ALLOWED) @ResponseBody public ErrorInformation handleOperationNotAllowedException(RuntimeException exception),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ca1c1653c9fdb282e1e0,42949039,error,True,handleNotFoundException,"@ExceptionHandler(value = {org.hibernate.ObjectNotFoundException.class, ObjectNotFoundException.class}) @ResponseStatus(HttpStatus.NOT_FOUND) @ResponseBody public ErrorInformation handleNotFoundException(RuntimeException exception)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_7e4bbbdb8caef0dc860c,42949039,error,True,matches,"public boolean matches(String string, String expression)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6909e74ef584d9acaded,42949039,error,True,handleConflictException,"@ExceptionHandler(value = {AlreadyExistsException.class, ObjectAlreadyExistsException.class, OptimisticLockException.class}) @ResponseStatus(HttpStatus.CONFLICT) @ResponseBody public ErrorInformation handleConflictException(Exception exception)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f5350b7d3300466fb29f,42949039,error,True,handleBadRequestException,"@ExceptionHandler(value = {IllegalArgumentException.class, HttpMessageNotReadableException.class, MissingServletRequestParameterException.class, TypeMismatchException.class, UnsupportedEncodingException.class}) @ResponseStatus(HttpStatus.BAD_REQUEST) @ResponseBody public ErrorInformation handleBadRequestException(Exception exception)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e4d53ca21b584bb0ccf5,42949039,error,True,handleActivitiException,"@ExceptionHandler(value = ActivitiException.class) @ResponseBody public ErrorInformation handleActivitiException(Exception exception, HttpServletResponse response)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5ef2ed9da2181024be88,42949039,error,True,handleActivitiException,"@ExceptionHandler(value = ActivitiException.class) @ResponseBody public ErrorInformation handleActivitiException(Exception exception, HttpServletResponse response)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_dd10bb058edd9a46ab5f,42949039,error,True,handleAccessDeniedException,@ExceptionHandler(value = AccessDeniedException.class) @ResponseStatus(HttpStatus.FORBIDDEN) @ResponseBody public ErrorInformation handleAccessDeniedException(Exception exception),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_548730d7f4085e45095a,42949039,error,True,isReportableError,"@SuppressWarnings({""unchecked"", ""rawtypes""}) public boolean isReportableError(Throwable exception)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9d7fc8f858ec807a1c14,42949039,error,True,handleBadRequestException,"@ExceptionHandler(value = {IllegalArgumentException.class, HttpMessageNotReadableException.class, MissingServletRequestParameterException.class, TypeMismatchException.class, UnsupportedEncodingException.class}) @ResponseStatus(HttpStatus.BAD_REQUEST) @ResponseBody public ErrorInformation handleBadRequestException(Exception exception)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2ceaf2aa69f15f147f4c,42949039,error,True,businessObjectDefinitionKeyToString,public String businessObjectDefinitionKeyToString(BusinessObjectDefinitionKey businessObjectDefinitionKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_68b8f162223f4f373bbf,42949039,error,True,executeFunctionForBusinessObjectDefinitionEntities,"public void executeFunctionForBusinessObjectDefinitionEntities(final String indexName,
        final List<BusinessObjectDefinitionEntity> businessObjectDefinitionEntities, final TriConsumer<String, String, String> function)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b2fefbd3c34ea4aa94c7,42949039,error,True,executeFunctionForBusinessObjectDefinitionEntities,"public void executeFunctionForBusinessObjectDefinitionEntities(final String indexName,
        final List<BusinessObjectDefinitionEntity> businessObjectDefinitionEntities, final TriConsumer<String, String, String> function)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b92163c71ffd09b59e58,42949039,error,True,matches,"public boolean matches(String string, String expression)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2ec66b509c2f60dd3c97,42949039,error,True,getBusinessObjectDefinitionKey,public BusinessObjectDefinitionKey getBusinessObjectDefinitionKey(BusinessObjectDefinitionColumnKey businessObjectDefinitionColumnKey),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2af1a236b2e3b2af0144,42949039,error,True,validateBusinessObjectDefinitionKey,public void validateBusinessObjectDefinitionKey(BusinessObjectDefinitionKey key),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_1c9424a6995b04d40c6f,42949039,error,True,validateBusinessObjectDefinitionKey,public void validateBusinessObjectDefinitionKey(BusinessObjectDefinitionKey key),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_54dce2a5ff83869d12a6,42949039,error,True,processTagSearchScoreMultiplier,public void processTagSearchScoreMultiplier(final BusinessObjectDefinitionEntity businessObjectDefinitionEntity),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e9a57ac85dbfab80edf3,42949039,error,True,getEventTypeNotificationMessageBuilderMap,"public Map<Class<?>, NotificationMessageBuilder> getEventTypeNotificationMessageBuilderMap()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c81f472ae0a36fdeab29,42949039,error,True,buildNotificationMessages,public List<NotificationMessage> buildNotificationMessages(NotificationEvent notificationEvent),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_75962b7f1c68bdfac018,42949039,error,True,buildNotificationMessages,public List<NotificationMessage> buildNotificationMessages(NotificationEvent notificationEvent),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9c653672541125f4e93b,42949039,error,True,getNotificationRegistrationStatusEntity,public NotificationRegistrationStatusEntity getNotificationRegistrationStatusEntity(String code),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_06d98b4030f7da4338b6,42949039,error,True,getNotificationRegistrationStatusEntity,public NotificationRegistrationStatusEntity getNotificationRegistrationStatusEntity(String code),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4bb5327013e2423beeb1,42949039,error,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ed209b357d0435decb99,42949039,error,True,modifyBusinessObjectDefinitionInSearchIndex,"public void modifyBusinessObjectDefinitionInSearchIndex(BusinessObjectDefinitionEntity businessObjectDefinitionEntity, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_929254ed79d15fcb3e9c,42949039,error,True,modifyBusinessObjectDefinitionInSearchIndex,"public void modifyBusinessObjectDefinitionInSearchIndex(BusinessObjectDefinitionEntity businessObjectDefinitionEntity, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a50bef070ab28ca40dec,42949039,error,True,modifyBusinessObjectDefinitionInSearchIndex,"public void modifyBusinessObjectDefinitionInSearchIndex(BusinessObjectDefinitionEntity businessObjectDefinitionEntity, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ae4672ee26693b0594c1,42949039,error,True,modifyBusinessObjectDefinitionsInSearchIndex,"public void modifyBusinessObjectDefinitionsInSearchIndex(List<BusinessObjectDefinitionEntity> businessObjectDefinitionEntityList, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_945288eb93a0de81654d,42949039,error,True,modifyBusinessObjectDefinitionsInSearchIndex,"public void modifyBusinessObjectDefinitionsInSearchIndex(List<BusinessObjectDefinitionEntity> businessObjectDefinitionEntityList, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f8a27bb8b4fc3b473f94,42949039,error,True,modifyBusinessObjectDefinitionsInSearchIndex,"public void modifyBusinessObjectDefinitionsInSearchIndex(List<BusinessObjectDefinitionEntity> businessObjectDefinitionEntityList, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_83dc601aa02a84129868,42949039,error,True,modifyTagInSearchIndex,"public void modifyTagInSearchIndex(TagEntity tagEntity, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_417b04929c6273529480,42949039,error,True,modifyTagInSearchIndex,"public void modifyTagInSearchIndex(TagEntity tagEntity, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_28308ebc49faa3d43be1,42949039,error,True,modifyTagInSearchIndex,"public void modifyTagInSearchIndex(TagEntity tagEntity, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_fc78f262a0083da33426,42949039,error,True,modifyTagInSearchIndex,"public void modifyTagInSearchIndex(TagEntity tagEntity, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5dabea0a872e4ca5e622,42949039,error,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e149a3725ac03689e9c9,42949039,error,True,modifyTagsInSearchIndex,"public void modifyTagsInSearchIndex(List<TagEntity> tagEntityList, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9fdf19bda9eb5d1a9adb,42949039,error,True,modifyTagsInSearchIndex,"public void modifyTagsInSearchIndex(List<TagEntity> tagEntityList, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_985f3f2676181c30eefb,42949039,error,True,modifyTagsInSearchIndex,"public void modifyTagsInSearchIndex(List<TagEntity> tagEntityList, String modificationType)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ae5885f36016cb8789be,42949039,error,True,createStorageFileEntitiesFromStorageFiles,"public List<StorageFileEntity> createStorageFileEntitiesFromStorageFiles(StorageUnitEntity storageUnitEntity, List<StorageFile> storageFiles)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8ca018e9c8ee2091353c,42949039,error,True,getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(String storageName, String filePath)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_d8cffa069ddd5ccf5362,42949039,error,True,getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(String storageName, String filePath)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_28c686419a15a54ae5d4,42949039,error,True,getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(String storageName, String filePath)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_76c82a0a594e6c55eae2,42949039,error,True,getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(String storageName, String filePath)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2bf24fcdbae4a39065b7,42949039,error,True,getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(String storageName, String filePath)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a895dbbd253605cac3e8,42949039,error,True,getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(String storageName, String filePath)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5dd68abcf5ac085f5238,42949039,error,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_dc6f7f336b067bdd8726,42949039,error,True,getStorageAttributeValueByName,"public String getStorageAttributeValueByName(String attributeName, Storage storage, Boolean required)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_39c54991cfccb46c7e10,42949039,error,True,getStorageAttributeValueByName,"public String getStorageAttributeValueByName(String attributeName, Storage storage, Boolean required)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_35aa830e11eec4efff84,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_249aee45bc8dc9736dd1,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ef01fc17b8a23e3252c4,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_14cf6f680e383639df8b,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_cc300314169fc0620c77,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8129c875725133e500fd,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8baa094a533d13f08942,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_06136c7b80736ce28570,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_d87ab0764cf530022685,42949039,error,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_505d3023cf0c2ef61d6e,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4fc815c36588b8118387,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c0f176d2b2b52265cae8,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_17c55d8dfa26e8f117b5,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_34eb2ac3574aaa1580d2,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b99fb807e6c988421c6a,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_7a90b1b8972d422fbdfb,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9bf63cc320fb1979ae37,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_bafb0b23d10870e32727,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a10081c1a12f54f597da,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_791e868fb6b9e182395b,42949039,error,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_991d6baeec6a73c966d7,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_57b6a562458bbb1a9f50,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8710a742d47e575df163,42949039,error,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_0ce55297a1dc6e351708,42949039,error,True,getSecurityFunctionEntity,public SecurityFunctionEntity getSecurityFunctionEntity(String securityFunctionName),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_589853fd917aa5192bf8,42949039,error,True,getSecurityFunctionEntity,public SecurityFunctionEntity getSecurityFunctionEntity(String securityFunctionName),,,,False,False,,,False,False,,processing_error,,,,,,,,,
